continent,location,date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,tests_units,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cvd_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand
Africa,Egypt,2020-02-23,1.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,,,,,,,,0.0,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-02-24,1.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,,,,,,,,0.0,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-02-25,1.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,,,,,,,,0.0,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-02-26,1.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,,,,,,,,0.0,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-02-27,1.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,,,,,,,,0.0,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-02-28,1.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,,,,,,,,0.0,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-02-29,1.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,,,,,,,,0.0,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-03-01,1.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,,,,,,,,0.0,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-03-02,2.0,1.0,0.0,0.0,0.02,0.01,0.0,0.0,,,,,,,,0.0,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-03-06,3.0,1.0,0.0,0.0,0.028999999999999998,0.01,0.0,0.0,,,,,,,,0.0,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-03-07,15.0,12.0,0.0,0.0,0.147,0.11699999999999999,0.0,0.0,,,,,,,,0.0,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-03-09,49.0,34.0,1.0,1.0,0.479,0.332,0.01,0.01,,,,,,,,0.0,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-03-10,55.0,6.0,1.0,0.0,0.537,0.059000000000000004,0.01,0.0,,,,,,,,0.0,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-03-11,59.0,4.0,1.0,0.0,0.5770000000000001,0.039,0.01,0.0,,,,,,,,0.0,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-03-12,60.0,1.0,1.0,0.0,0.586,0.01,0.01,0.0,,,,,,,,0.0,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-03-13,80.0,20.0,2.0,1.0,0.782,0.195,0.02,0.01,,,,,,,,0.0,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-03-14,93.0,13.0,2.0,0.0,0.909,0.127,0.02,0.0,,,,,,,,0.0,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-03-15,93.0,0.0,2.0,0.0,0.909,0.0,0.02,0.0,,,,,,,,11.11,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-03-16,110.0,17.0,2.0,0.0,1.075,0.166,0.02,0.0,,,,,,,,18.52,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-03-17,126.0,16.0,2.0,0.0,1.2309999999999999,0.156,0.02,0.0,,,,,,,,18.52,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-03-18,166.0,40.0,4.0,2.0,1.6219999999999999,0.391,0.039,0.02,,,,,,,,18.52,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-03-19,196.0,30.0,6.0,2.0,1.915,0.293,0.059000000000000004,0.02,,,,,,,,29.63,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-03-20,210.0,14.0,6.0,0.0,2.052,0.13699999999999998,0.059000000000000004,0.0,,,,,,,,29.63,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-03-21,256.0,46.0,7.0,1.0,2.502,0.45,0.068,0.01,,,,,,,,40.74,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-03-22,285.0,29.0,8.0,1.0,2.785,0.28300000000000003,0.078,0.01,,,,,,,,40.74,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-03-23,294.0,9.0,10.0,2.0,2.873,0.08800000000000001,0.098,0.02,,,,,,,,40.74,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-03-24,327.0,33.0,14.0,4.0,3.195,0.322,0.13699999999999998,0.039,,,,,,,,51.85,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-03-25,366.0,39.0,19.0,5.0,3.577,0.381,0.18600000000000003,0.049,,,,,,,,84.26,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-03-26,442.0,76.0,21.0,2.0,4.319,0.743,0.205,0.02,,,,,,,,84.26,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-03-27,456.0,14.0,21.0,0.0,4.456,0.13699999999999998,0.205,0.0,,,,,,,,84.26,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-03-28,495.0,39.0,24.0,3.0,4.837,0.381,0.235,0.028999999999999998,,,,,,,,84.26,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-03-29,536.0,41.0,30.0,6.0,5.2379999999999995,0.401,0.293,0.059000000000000004,,,,,,,,84.26,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-03-30,576.0,40.0,36.0,6.0,5.629,0.391,0.35200000000000004,0.059000000000000004,,,,,,,,84.26,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-03-31,609.0,33.0,40.0,4.0,5.9510000000000005,0.322,0.391,0.039,,,,,,,,84.26,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-04-01,656.0,47.0,41.0,1.0,6.41,0.45899999999999996,0.401,0.01,,,,,,,,84.26,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-04-02,710.0,54.0,46.0,5.0,6.938,0.528,0.45,0.049,,,,,,,,84.26,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-04-03,779.0,69.0,52.0,6.0,7.612,0.674,0.508,0.059000000000000004,,,,,,,,84.26,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-04-04,779.0,0.0,52.0,0.0,7.612,0.0,0.508,0.0,,,,,,,,84.26,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-04-05,985.0,206.0,66.0,14.0,9.625,2.013,0.645,0.13699999999999998,,,,,,,,84.26,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-04-06,1070.0,85.0,71.0,5.0,10.456,0.831,0.6940000000000001,0.049,,,,,,,,84.26,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-04-07,1073.0,3.0,78.0,7.0,10.485,0.028999999999999998,0.762,0.068,,,,,,,,84.26,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-04-08,1322.0,249.0,85.0,7.0,12.918,2.4330000000000003,0.831,0.068,,,,,,,,84.26,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-04-09,1560.0,238.0,103.0,18.0,15.244000000000002,2.326,1.0070000000000001,0.17600000000000002,,,,,,,,84.26,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-04-10,1699.0,139.0,118.0,15.0,16.602,1.358,1.153,0.147,,,,,,,,84.26,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-04-11,1794.0,95.0,135.0,17.0,17.531,0.9279999999999999,1.319,0.166,,,,,,,,84.26,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-04-12,1939.0,145.0,146.0,11.0,18.948,1.4169999999999998,1.4269999999999998,0.107,,,,,,,,84.26,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-04-13,2065.0,126.0,159.0,13.0,20.179000000000002,1.2309999999999999,1.554,0.127,,,,,,,,84.26,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-04-14,2190.0,125.0,164.0,5.0,21.4,1.2209999999999999,1.6030000000000002,0.049,,,,,,,,84.26,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-04-15,2350.0,160.0,178.0,14.0,22.964000000000002,1.564,1.739,0.13699999999999998,,,,,,,,84.26,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-04-16,2505.0,155.0,183.0,5.0,24.479,1.515,1.788,0.049,,,,,,,,84.26,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-04-17,2673.0,168.0,196.0,13.0,26.12,1.642,1.915,0.127,,,,,,,,84.26,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-04-18,2844.0,171.0,205.0,9.0,27.791,1.671,2.003,0.08800000000000001,,,,,,,,84.26,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-04-19,3032.0,188.0,224.0,19.0,29.628,1.837,2.189,0.18600000000000003,,,,,,,,84.26,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-04-20,3144.0,112.0,239.0,15.0,30.723000000000003,1.094,2.335,0.147,,,,,,,,84.26,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-04-21,3333.0,189.0,250.0,11.0,32.57,1.847,2.443,0.107,,,,,,,,84.26,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-04-22,3490.0,157.0,264.0,14.0,34.104,1.534,2.58,0.13699999999999998,,,,,,,,84.26,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-04-23,3490.0,0.0,264.0,0.0,34.104,0.0,2.58,0.0,,,,,,,,84.26,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-04-24,3659.0,169.0,276.0,12.0,35.755,1.651,2.697,0.11699999999999999,,,,,,,,84.26,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-04-25,4092.0,433.0,294.0,18.0,39.986999999999995,4.231,2.873,0.17600000000000002,,,,,,,,84.26,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-04-26,4319.0,227.0,307.0,13.0,42.205,2.218,3.0,0.127,,,,,,,,84.26,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-04-27,4319.0,0.0,307.0,0.0,42.205,0.0,3.0,0.0,,,,,,,,84.26,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-04-28,4782.0,463.0,337.0,30.0,46.729,4.524,3.293,0.293,,,,,,,,84.26,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-04-29,5042.0,260.0,359.0,22.0,49.27,2.541,3.508,0.215,,,,,,,,84.26,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-04-30,5268.0,226.0,380.0,21.0,51.478,2.208,3.713,0.205,,,,,,,,84.26,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-05-01,5537.0,269.0,392.0,12.0,54.107,2.6289999999999996,3.8310000000000004,0.11699999999999999,,,,,,,,84.26,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-05-02,5895.0,358.0,406.0,14.0,57.605,3.498,3.967,0.13699999999999998,,,,,,,,84.26,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-05-03,6193.0,298.0,415.0,9.0,60.516999999999996,2.912,4.055,0.08800000000000001,,,,,,,,84.26,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-05-04,6465.0,272.0,429.0,14.0,63.175,2.658,4.192,0.13699999999999998,,,,,,,,84.26,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-05-05,6813.0,348.0,436.0,7.0,66.57600000000001,3.4010000000000002,4.261,0.068,,,,,,,,84.26,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-05-06,7201.0,388.0,452.0,16.0,70.367,3.7910000000000004,4.417,0.156,,,,,,,,84.26,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-05-07,7588.0,387.0,469.0,17.0,74.149,3.782,4.583,0.166,,,,,,,,84.26,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-05-08,7981.0,393.0,482.0,13.0,77.98899999999999,3.84,4.71,0.127,,,,,,,,84.26,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-05-09,8476.0,495.0,503.0,21.0,82.82600000000001,4.837,4.915,0.205,,,,,,,,84.26,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-05-10,8964.0,488.0,514.0,11.0,87.595,4.769,5.023,0.107,,,,,,,,84.26,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-05-11,9400.0,436.0,525.0,11.0,91.85600000000001,4.261,5.13,0.107,,,,,,,,84.26,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-05-12,9746.0,346.0,533.0,8.0,95.23700000000001,3.3810000000000002,5.207999999999999,0.078,,,,,,,,84.26,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-05-13,10093.0,347.0,544.0,11.0,98.62799999999999,3.391,5.316,0.107,,,,,,,,84.26,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-05-14,10431.0,338.0,556.0,12.0,101.931,3.303,5.433,0.11699999999999999,,,,,,,,84.26,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-05-15,10829.0,398.0,571.0,15.0,105.82,3.889,5.58,0.147,,,,,,,,84.26,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-05-16,11228.0,399.0,592.0,21.0,109.719,3.8989999999999996,5.785,0.205,,,,,,,,84.26,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-05-17,11719.0,491.0,612.0,20.0,114.51700000000001,4.798,5.98,0.195,,,,,,,,84.26,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-05-18,12229.0,510.0,630.0,18.0,119.5,4.984,6.156000000000001,0.17600000000000002,,,,,,,,84.26,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-05-19,12764.0,535.0,645.0,15.0,124.728,5.228,6.303,0.147,,,,,,,,84.26,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-05-20,13484.0,720.0,659.0,14.0,131.764,7.0360000000000005,6.44,0.13699999999999998,,,,,,,,84.26,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-05-21,14229.0,745.0,680.0,21.0,139.04399999999998,7.28,6.645,0.205,,,,,,,,84.26,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-05-22,15003.0,774.0,696.0,16.0,146.608,7.563,6.801,0.156,,,,,,,,84.26,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-05-23,15786.0,783.0,707.0,11.0,154.259,7.651,6.909,0.107,,,,,,,,84.26,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-05-24,16613.0,827.0,735.0,28.0,162.34,8.081,7.182,0.27399999999999997,,,,,,,,84.26,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-05-25,17265.0,652.0,764.0,29.0,168.71200000000002,6.371,7.466,0.28300000000000003,,,,,,,,84.26,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-05-26,17967.0,702.0,783.0,19.0,175.571,6.86,7.651,0.18600000000000003,,,,,,,,84.26,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-05-27,18756.0,789.0,797.0,14.0,183.28099999999998,7.71,7.787999999999999,0.13699999999999998,,,,,,,,84.26,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-05-28,19666.0,910.0,816.0,19.0,192.174,8.892000000000001,7.974,0.18600000000000003,,,,,,,,84.26,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-05-29,20793.0,1127.0,845.0,29.0,203.187,11.013,8.257,0.28300000000000003,,,,,,,,84.26,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-05-30,22082.0,1289.0,879.0,34.0,215.783,12.595999999999998,8.589,0.332,,,,,,,,84.26,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-05-31,23449.0,1367.0,913.0,34.0,229.141,13.357999999999999,8.922,0.332,,,,,,,,84.26,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-06-01,24985.0,1536.0,959.0,46.0,244.15099999999998,15.01,9.371,0.45,,,,,,,,84.26,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-06-02,26384.0,1399.0,1005.0,46.0,257.82099999999997,13.671,9.821,0.45,,,,,,,,84.26,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-06-03,27536.0,1152.0,1052.0,47.0,269.079,11.257,10.28,0.45899999999999996,,,,,,,,84.26,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-06-04,28615.0,1079.0,1088.0,36.0,279.622,10.544,10.632,0.35200000000000004,,,,,,,,84.26,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-06-05,29767.0,1152.0,1126.0,38.0,290.88,11.257,11.003,0.371,,,,,,,,84.26,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-06-06,31115.0,1348.0,1166.0,40.0,304.052,13.173,11.394,0.391,,,,,,,,84.26,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-06-07,32612.0,1497.0,1198.0,32.0,318.681,14.629000000000001,11.707,0.313,,,,,,,,71.3,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-06-08,34079.0,1467.0,1237.0,39.0,333.01599999999996,14.335,12.088,0.381,,,,,,,,71.3,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-06-09,35444.0,1365.0,1271.0,34.0,346.355,13.339,12.42,0.332,,,,,,,,71.3,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-06-10,36829.0,1385.0,1306.0,35.0,359.889,13.534,12.762,0.342,,,,,,,,71.3,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-06-11,38284.0,1455.0,1342.0,36.0,374.10699999999997,14.218,13.114,0.35200000000000004,,,,,,,,71.3,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-06-12,39726.0,1442.0,1377.0,35.0,388.19800000000004,14.091,13.456,0.342,,,,,,,,,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-06-13,41304.0,1578.0,1422.0,45.0,403.61800000000005,15.42,13.895999999999999,0.44,,,,,,,,,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-06-14,42980.0,1676.0,1484.0,62.0,419.996,16.378,14.501,0.606,,,,,,,,,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Africa,Egypt,2020-06-15,44598.0,1618.0,1575.0,91.0,435.80699999999996,15.811,15.390999999999998,0.889,,,,,,,,,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6
Asia,India,2019-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
Asia,India,2020-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53
